customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount,number_of_open_complaints,number_of_policies,response,coverage,education,effective_to_date,employmentstatus,location_code,vehicle_size,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,policy_Corporate L1,policy_Corporate L2,policy_Corporate L3,policy_Personal L1,policy_Personal L2,policy_Personal L3,policy_Special L1,policy_Special L2,policy_Special L3,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,day_of_week,month,gender_F,gender_M
11578.12643,0,115,21,46,1163.620366,0,2,0,0,2,2011-01-13,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1
2719.431536,37703,70,11,51,83.121963,0,1,0,0,0,2011-02-15,4,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1
4760.941906,0,68,9,1,489.6,0,6,0,0,2,2011-02-24,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0
8701.363763,0,122,8,32,684.851797,0,6,0,1,1,2011-02-12,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,2,0,1
2659.495086,64987,66,17,90,182.927837,0,1,0,0,1,2011-01-03,4,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
5139.561422,73180,64,27,43,132.543257,0,3,0,0,0,2011-02-14,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0
4025.095533,0,119,29,54,571.2,2,1,0,0,1,2011-02-15,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1
2771.045031,50071,71,3,32,18.918935,0,1,1,0,1,2011-01-11,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
6745.886896,53058,91,16,44,209.465295,4,3,0,1,1,2011-02-21,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1
9259.715798,0,127,11,86,22.483259,0,3,0,1,3,2011-01-08,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,0,1
8467.267232,16370,74,4,54,296.049396,0,2,0,0,1,2011-01-14,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,1,0
9332.494982,58007,81,23,71,518.346912,0,2,0,1,2,2011-02-07,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1
7100.3251,31670,179,33,3,1288.8,0,1,0,2,1,2011-02-06,4,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6,2,0,1
8007.399376,0,112,12,93,537.6,0,3,1,0,0,2011-01-02,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,1,0
8145.985919,62534,68,10,1,326.4,0,2,0,0,2,2011-01-01,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0
2810.464447,26790,71,4,41,340.8,0,1,1,0,2,2011-02-27,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,2,0,1
6846.150323,0,95,13,20,456.0,0,5,1,1,2,2011-01-27,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0
3755.806897,56178,94,1,39,451.2,0,1,0,1,0,2011-01-04,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
2393.036297,28646,61,11,50,355.028632,0,1,0,0,0,2011-01-23,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,1,1,0
9067.658438,78250,114,7,66,547.2,0,6,0,2,1,2011-01-05,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1
5619.689084,0,153,25,5,1027.000029,0,1,1,2,0,2011-01-26,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1
8013.895125,65636,67,15,72,321.6,0,2,0,0,2,2011-01-17,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4089.036013,43177,103,34,74,420.966805,0,1,0,0,2,2011-02-06,4,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,6,2,0,1
5065.486772,26733,66,7,55,218.717113,0,5,0,0,1,2011-01-16,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,1,0,1
8372.851175,12590,73,22,1,132.503461,0,2,0,0,3,2011-01-12,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0
8175.315246,0,80,25,80,384.0,0,2,0,1,1,2011-01-31,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
8720.458745,25752,73,28,85,378.262864,0,2,0,0,4,2011-01-05,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1
3237.500928,27982,87,15,74,14.743099,0,1,0,1,1,2011-01-29,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,1,1,0
5354.612433,29445,68,0,31,334.015169,0,9,0,0,2,2011-01-12,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1
2375.001798,47455,61,1,61,278.804991,0,1,0,0,1,2011-02-05,4,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,1,0
8646.504109,64125,108,3,44,369.818708,0,3,1,0,0,2011-01-02,4,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0
6672.127831,56830,83,6,27,319.799712,0,9,0,1,1,2011-02-13,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6,2,1,0
12919.41828,58236,108,22,92,67.253453,0,2,0,0,1,2011-01-23,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,1,0,1
7385.359236,54289,62,32,13,430.093647,0,2,0,0,2,2011-02-23,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1
7200.664877,0,66,16,77,316.8,0,2,1,0,1,2011-01-26,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0
7281.715134,47482,93,19,45,594.177664,0,3,0,1,1,2011-02-07,4,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1
3237.996209,60244,83,3,72,326.281835,3,1,1,1,3,2011-01-16,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,0,1
2722.986709,20867,71,0,79,340.8,0,1,0,0,1,2011-02-03,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,1
11277.72488,98138,93,30,10,427.52731,1,2,0,1,3,2011-02-01,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1
8555.887254,0,81,6,49,583.2,0,2,0,1,0,2011-01-29,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,1
2911.923334,20327,74,26,44,824.254866,0,1,0,0,2,2011-01-11,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
10083.48688,11828,90,18,84,571.479602,0,2,1,1,0,2011-02-19,3,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,1,0
5704.977144,50695,71,31,30,110.567069,0,5,0,0,4,2011-01-21,4,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1
7664.80924,0,107,14,90,770.4,0,3,0,2,0,2011-01-22,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,1
4909.027487,98693,61,7,57,292.8,0,3,0,0,0,2011-01-24,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
5470.060561,54507,138,20,11,702.990032,0,1,1,1,2,2011-02-17,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,0
5067.002561,89703,126,6,54,601.983113,0,1,0,1,1,2011-02-24,4,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,2,0,1
4896.271406,0,71,9,6,421.147532,0,3,0,0,1,2011-01-07,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0
4572.041785,0,67,19,82,357.14996,1,3,0,0,2,2011-01-19,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1
8237.376444,70882,69,20,50,124.380223,0,2,0,0,1,2011-01-08,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,1
3964.730745,60817,103,3,79,494.4,1,1,0,2,2,2011-01-17,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
10901.22525,72257,90,28,61,408.415481,0,2,0,1,2,2011-02-04,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1
16304.29777,90008,137,13,3,406.986034,0,2,0,1,4,2011-01-16,4,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,1,0,1
2619.478929,93987,65,9,1,251.321448,0,1,0,0,0,2011-01-15,4,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,0
14024.35839,81872,115,10,55,256.43803,0,2,1,2,0,2011-02-19,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,2,1,0
8823.852473,75741,109,31,59,217.188864,0,7,0,0,0,2011-02-08,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1
7610.203455,38086,96,17,10,243.237741,0,7,0,1,3,2011-01-27,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,1
7486.171898,38725,64,12,58,307.2,0,2,0,0,0,2011-01-27,4,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,0
8763.449964,20132,86,5,61,412.8,3,2,0,1,0,2011-01-02,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,1
11121.62179,44299,106,25,76,754.260616,5,2,0,0,0,2011-02-17,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,1
5657.685223,98917,139,18,21,336.612234,0,1,0,1,0,2011-02-20,4,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2,0,1
13865.83107,53484,70,12,12,333.051529,0,2,0,0,1,2011-02-20,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,1,0
8188.91743,45318,103,17,27,494.4,0,8,0,0,4,2011-01-08,4,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5,1,0,1
5626.530435,46897,70,16,47,344.377218,0,3,0,0,2,2011-01-18,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
3208.919835,40135,80,29,70,78.008093,0,1,0,1,3,2011-02-08,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0
5282.543094,38606,68,16,99,413.288851,0,3,0,0,1,2011-02-26,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0,1
8696.7107,56550,73,22,41,162.775889,3,2,0,0,2,2011-01-04,4,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
5259.444853,61146,65,7,68,273.018929,0,6,0,0,1,2011-01-06,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,0
7854.771821,36409,66,26,33,316.8,0,2,0,0,0,2011-02-05,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,0,1
6438.97103,90035,80,28,38,141.628547,0,3,0,1,2,2011-02-20,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,2,1,0
11633.57855,39669,98,13,63,492.935479,0,2,0,1,2,2011-02-21,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0
2442.422113,57963,61,11,63,42.160829,0,1,0,0,3,2011-02-10,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0
14024.35839,81872,115,10,55,256.43803,0,2,1,2,0,2011-02-19,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,2,1,0
2491.257604,25965,65,23,27,329.206567,0,1,1,0,0,2011-02-12,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,1,0
3410.199334,59662,85,6,76,10.168824,0,1,0,1,0,2011-01-11,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
3842.028065,27906,102,5,57,489.6,0,1,0,2,1,2011-01-19,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1
3339.853704,51032,83,5,56,349.954886,0,1,0,1,0,2011-01-31,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
5358.269985,83771,133,26,18,482.328161,0,1,0,1,2,2011-01-23,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6,1,1,0
9268.672154,57052,115,7,56,483.62724,1,4,0,0,2,2011-02-13,4,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,6,2,1,0
4200.373728,51510,106,11,17,688.547375,0,1,0,2,3,2011-02-11,4,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1
4829.571981,34819,61,0,31,185.898327,0,6,0,0,1,2011-01-25,4,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
14244.73069,31189,122,18,10,585.6,0,2,0,1,2,2011-02-24,4,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,0
4095.201692,32180,103,3,28,558.835255,0,1,0,0,1,2011-01-06,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,1,0
7540.054749,67018,94,11,17,104.427573,0,4,0,1,1,2011-02-18,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,0
2821.002026,0,77,32,0,436.369797,0,1,0,1,2,2011-01-11,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
6685.069081,56270,83,23,2,398.4,0,4,0,1,4,2011-02-20,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,1
8408.317401,82800,70,12,94,442.194796,0,2,0,0,1,2011-02-15,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1
7371.58568,0,68,2,70,425.137341,0,2,0,0,1,2011-02-03,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0
4742.106389,63891,119,13,13,7.651121,0,1,0,2,0,2011-01-10,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
15865.166,43946,133,13,83,415.98615,0,2,0,1,3,2011-01-08,4,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0
5396.311664,62039,68,8,30,265.877583,1,8,0,0,2,2011-02-14,4,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1
4330.38602,60475,107,9,18,513.6,0,1,1,2,1,2011-02-16,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1
5708.024308,70279,71,17,25,331.231484,0,7,0,0,0,2011-02-10,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,1,0
3500.855508,0,93,4,63,446.4,0,1,0,1,0,2011-02-26,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,2,1,0
3919.366722,66676,97,0,40,558.099357,0,1,1,1,0,2011-01-05,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0
2910.317298,12048,77,6,46,369.6,0,1,0,1,0,2011-01-14,2,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,1
4827.77681,0,68,29,91,326.4,0,6,0,0,1,2011-01-17,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
4811.740943,0,68,34,37,619.07199,0,6,0,0,1,2011-02-15,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0
7834.151482,36094,99,28,50,456.50357,1,5,0,1,3,2011-01-17,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
14666.23121,0,61,0,31,439.2,0,2,0,0,2,2011-01-27,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,1
7199.645715,63328,89,19,19,427.2,0,9,0,1,1,2011-01-14,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,0
3914.719645,0,112,6,0,587.861936,0,1,0,0,0,2011-01-14,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,1
9470.273932,36121,118,7,91,1107.145019,0,4,0,2,0,2011-02-05,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,2,1,0
5479.555081,56005,68,31,30,326.4,1,3,1,0,3,2011-01-13,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,1
2488.241391,48597,71,12,63,305.697525,5,1,0,0,0,2011-01-20,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,0
5886.615741,0,81,21,37,583.2,0,4,0,1,0,2011-01-23,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,1,0
8406.385414,42540,70,15,52,43.548973,0,2,0,0,1,2011-02-03,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0
8685.91529,87544,109,28,92,523.2,1,3,0,0,1,2011-01-08,4,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1
